<CurrencyName> #tm_ruble							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> MoneyRuble1, 	1					// Currency Classname, Currency Money Value
	<Currency> MoneyRuble5, 	5
	<Currency> MoneyRuble10, 	10
	<Currency> MoneyRuble25, 	25
	<Currency> MoneyRuble50, 	50
	<Currency> MoneyRuble100, 	100
@

<Trader> Consume Trader								// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Veggies							// Category Name
		CaninaBerry,			*,		100,		-1	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,			*,		100,		-1	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		Plum,					*,		100,		-1	// Buyvalue -1 means it can not be bought
		Kiwi,					*,		100,		-1	// Sellvalue -1 means it can not be selled
			
		<Category>MMG Jungle Boots
			MMG_boots_black,   *,   2500,  500
			MMG_boots_green,   *,   2500,  500
			MMG_boots_tan,   *,   2500,  500
			MMG_boots_multicam,   *,   2500,  500
			MMG_boots_multicamblack,   *,   2500,  500
			MMG_boots_erdl,   *,   2500,  500
			MMG_boots_alpine,   *,   2500,  500
			MMG_boots_dark_woodland,   *,   2500,  500
			MMG_boots_ucp,   *,   2500,  500
			MMG_boots_multicam_tropic,   *,   2500,  500
			MMG_boots_atacs,   *,   2500,  500
			
		<Category>MMG Facemask
			MMG_facemask_green,   *,   2500,  500
			MMG_facemask_black,   *,   2500,  500
			MMG_facemask_tan,   *,   2500,  500
			MMG_facemask_alpine,   *,   2500,  500
			MMG_facemask_erdl,   *,   2500,  500
			MMG_facemask_multicamblack,   *,   2500,  500
			MMG_facemask_multicam,   *,   2500,  500
			MMG_facemask_dark_woodland,   *,   2500,  500
			MMG_facemask_ucp,   *,   2500,  500
			MMG_facemask_multicam_tropic,   *,   2500,  500
			MMG_facemask_atacs,   *,   2500,  500
			MMG_facemask_skull,   *,   2500,  500
			MMG_facemask_joker,   *,   2500,  500
			
		<Category>MMG Balaclava
			MMG_balaclava_black,   *,   2500,  500
			MMG_balaclava_olive,   *,   2500,  500
			MMG_balaclava_tan,   *,   2500,  500
			MMG_balaclava_erdl,   *,   2500,  500
			MMG_balaclava_alpine,   *,   2500,  500
			MMG_balaclava_multicamblack,   *,   2500,  500
			MMG_balaclava_multicam,   *,   2500,  500
			MMG_balaclava_dark_woodland,   *,   2500,  500
			MMG_balaclava_admin,   *,   -1,  50000
			MMG_balaclava_ucp,   *,   2500,  500
			MMG_balaclava_multicam_tropic,   *,   2500,  500
			MMG_balaclava_atacs,   *,   2500,  50

			<Category> MMG Patches Rubber
			MMG_patch_rubber_dayz,		                        *,		1000,		100
			MMG_patch_rubber_511,		                        *,		1000,		100
			MMG_patch_rubber_driver,		                    *,		1000,		100
			MMG_patch_rubber_medic,		                        *,		1000,		100
			MMG_patch_rubber_pilot,		                        *,		1000,		100
			MMG_patch_rubber_toxic,		                        *,		1000,		100
			MMG_patch_rubber_cherno_special,		            *,		1000,		100
			MMG_patch_rubber_livonia_special,		            *,		1000,		100
			MMG_patch_rubber_namalsk_special,		            *,		1000,		100
			MMG_patch_rubber_bushcraft,		                    *,		1000,		100
			MMG_patch_rubber_bushcraft1,		                *,		1000,		100
			MMG_patch_rubber_police,		                    *,		1000,		100
			MMG_patch_rubber_punisher,		                    *,		1000,		100
			MMG_patch_rubber_rangers,		            		*,		1000,		100
			MMG_patch_rubber_eod,		                        *,		1000,		100
			MMG_patch_rubber_mmg,		                   		*,		1000,		100
			MMG_patch_rubber_sniper1,		                    *,		1000,		100
			MMG_patch_rubber_australia,		                    *,		1000,		100
			MMG_patch_rubber_austria,		                    *,		1000,		100
			MMG_patch_rubber_austria1,		                	*,		1000,		100
			MMG_patch_rubber_germany,		                    *,		1000,		100
			MMG_patch_rubber_sweden,		                    *,		1000,		100
			MMG_patch_rubber_norway,		                    *,		1000,		100
			MMG_patch_rubber_ukraine,		                    *,		1000,		100
			MMG_patch_rubber_bulgaria,		                	*,		1000,		100
			MMG_patch_rubber_switzerland,		                *,		1000,		100
			MMG_patch_rubber_czech_republic,		            *,		1000,		100
			MMG_patch_rubber_denmark,		                    *,		1000,		100
			MMG_patch_rubber_england,		                    *,		1000,		100
			MMG_patch_rubber_finland,		               		*,		1000,		100
			MMG_patch_rubber_france,		                	*,		1000,		100
			MMG_patch_rubber_greece,		                    *,		1000,		100
			MMG_patch_rubber_netherlands,		                *,		1000,		100
			MMG_patch_rubber_poland,		                     *,		1000,		100
			MMG_patch_rubber_south_africa,		                 *,		1000,		100
			MMG_patch_rubber_slovakia,		                    *,		1000,		100
			MMG_patch_rubber_uk,		                    *,		1000,		100
			MMG_patch_rubber_usa,		                    *,		1000,		100
			MMG_patch_rubber_bra,		                    *,		1000,		100
			MMG_patch_rubber_can,		                    *,		1000,		100
			MMG_patch_rubber_chl,		                    *,		1000,		100
			MMG_patch_rubber_cro,		                    *,		1000,		100
			MMG_patch_rubber_irl,		                    *,		1000,		100
			MMG_patch_rubber_nzl,		                    *,		1000,		100
			MMG_patch_rubber_rou,		                    *,		1000,		100
			MMG_patch_rubber_tur,		                    *,		1000,		100
			MMG_patch_rubber_mex,		                    *,		1000,		100
			MMG_patch_rubber_por,		                    *,		1000,		100
			MMG_patch_rubber_wales,                 		*,		1000,		100
			MMG_patch_rubber_apos,		                    *,		1000,		100
			MMG_patch_rubber_bpos,		                    *,		1000,		100
			MMG_patch_rubber_abpos,		                    *,		1000,		100
			MMG_patch_rubber_0pos,		                    *,		1000,		100
			MMG_patch_rubber_aneg,		                    *,		1000,		100
			MMG_patch_rubber_bneg,		                    *,		1000,		100
			MMG_patch_rubber_abneg,		                    *,		1000,		100
			MMG_patch_rubber_0neg,		                    *,		1000,		100
			
		<Category> MMG Patches Fabric
		MMG_patch_fabric_dayz,		                        *,		1000,		100
		MMG_patch_fabric_511,		                        *,		1000,		100
		MMG_patch_fabric_driver,		                    *,		1000,		100
		MMG_patch_fabric_medic,		                        *,		1000,		100
		MMG_patch_fabric_pilot,		                        *,		1000,		100
		MMG_patch_fabric_toxic,		                        *,		1000,		100
	<Category> Glasses
		SportGlasses_Orange,	*,		170,	8
		SportGlasses_Blue,		*,		180,		9
		SportGlasses_Black,		*,		200,		10
		SportGlasses_Green,		*,		200,		10
		ThinFramesGlasses,		*,		200,		10
		ThickFramesGlasses,		*,		230,		11
		DesignerGlasses,		*,		300,		15
		AviatorGlasses,			*,		400,		20
		TacticalGoggles,		*,		600,		30
		NVGHeadstrap,			*,		200,	120
		
	<Category> Armbands
		Armband_Pink,			*,		150,		5
		Armband_Yellow,			*,		150,		5
		Armband_Orange,			*,		150,		5
		Armband_Red,			*,		150,		5
		Armband_Blue,			*,		150,		5
		Armband_White,			*,		150,		5
		Armband_Black,			*,		150,		5
		Armband_Green,			*,		150,		5
		
	<Category> Gloves
		SurgicalGloves_LightBlue,*,		50,		1
		SurgicalGloves_Blue,	*,		50,		1
		SurgicalGloves_White,	*,		50,		1
		SurgicalGloves_Green,	*,		50,		1
		WorkingGloves_Yellow,	*,		205,		6
		WorkingGloves_Beige,	*,		300,		8
		WorkingGloves_Brown,	*,		300,		8
		WorkingGloves_Black,	*,		300,		8
		TacticalGloves_Beige,	*,		350,		10
		TacticalGloves_Black,	*,		350,		10
		TacticalGloves_Green,	*,		350,		10
		OMNOGloves_Gray,		*,		400,		12
		OMNOGloves_Brown,		*,		400,		12
		NBCGlovesGray,			*,		650,		20

	<Category> Hats & Caps
		MedicalScrubsHat_Blue,	*,		20,		1
		MedicalScrubsHat_White,	*,		20,		1
		MedicalScrubsHat_Green,	*,		20,		1
		Bandana_Polkapattern,	*,		60,		2
		Bandana_Redpattern,		*,		60,		2
		Bandana_Blackpattern,	*,		60,		2
		Bandana_Greenpattern,	*,		80,		2
		Bandana_Camopattern,	*,		100,		3
		BaseballCap_CMMG_Pink,	*,		102,		3
		BaseballCap_Pink,		*,		102,		3
		BaseballCap_Red,		*,		102,		3
		BaseballCap_Blue,		*,		102,		3
		BaseballCap_Beige,		*,		102,		3
		BaseballCap_CMMG_Black,	*,		102,		3
		BaseballCap_Black,		*,		103,		3
		BaseballCap_Olive,		*,		104,		4
		BaseballCap_Camo,		*,		106,		5
		PrisonerCap,			*,		106,		5
		BoonieHat_Orange,		*,		160,		5
		BoonieHat_Red,			*,		160,		5
		BoonieHat_Blue,			*,		160,   	5
		BoonieHat_NavyBlue,		*,		160,		5
		BoonieHat_Black,		*,		170,		5
		BoonieHat_Tan,			*,		180,		6
		BoonieHat_Olive,		*,		180,		6
		BoonieHat_DPM,			*,		200,		7
		BoonieHat_Dubok,		*,		200,		7
		BoonieHat_Flecktran,	*,		200,		7
		CowboyHat_Brown,		*,		200,		7
		CowboyHat_darkBrown,	*,		200,		7
		CowboyHat_black,		*,		200,		7
		CowboyHat_green,		*,		200,		7
		PilotkaCap,				*,		250,		7
		OfficerHat,				*,		250,		7
		PoliceCap,				*,		250,		7
		MilitaryBeret_ChDKZ,	*,		260,		7
		MilitaryBeret_Red,		*,		260,		7
		MilitaryBeret_UN,		*,		260,		7
		MilitaryBeret_CDF,		*,		270,		7
		MilitaryBeret_NZ,		*,		270,		7
		BeanieHat_Pink,			*,		300,		8
		BeanieHat_Red,			*,		300,		8
		BeanieHat_Blue,			*,		300,		8
		BeanieHat_Grey,			*,		300,		8
		BeanieHat_Beige,		*,		300,		8
		BeanieHat_Brown,		*,		300,		8
		BeanieHat_Black,		*,		310,		8
		BeanieHat_Green,		*,		320,		9
		FlatCap_Red,			*,		320,		8
		FlatCap_Blue,			*,		320,		8
		FlatCap_BrownCheck,		*,		320,		8
		FlatCap_GreyCheck,		*,		320,		8
		FlatCap_Grey,			*,		320,		8
		FlatCap_Brown,			*,		320,		8
		FlatCap_Black,			*,		320,		8
		FlatCap_BlackCheck,		*,		320,		8
		ZmijovkaCap_Red,		*,		360,		9
		ZmijovkaCap_Blue,		*,		360,		9
		ZmijovkaCap_Brown,		*,		360,		9
		ZmijovkaCap_Black,		*,		370,		9
		ZmijovkaCap_Green,		*,		380,		10
		RadarCap_Red,			*,		400,		10
		RadarCap_Blue,			*,		400,		10
		RadarCap_Brown,			*,		400,		10
		RadarCap_Black,			*,		420,		10
		RadarCap_Green,			*,		450,		12
		Ushanka_Blue,			*,		50,		15
		Ushanka_Black,			*,		50,		15
		Ushanka_Green,			*,		55,		18
		NBCHoodGray,			*,		1000,	30		

	<Category> Helmets
		ConstructionHelmet_Yellow,*,	30,		7
		ConstructionHelmet_Orange,*,	30,		7
		ConstructionHelmet_Red,	*,		30,		7
		ConstructionHelmet_Blue,*,		30,		7
		ConstructionHelmet_White,*,		30,		7
		ConstructionHelmet_Lime,*,		33,		8
		SkateHelmet_Red,		*,		45,		12
		SkateHelmet_Blue,		*,		45,		12
		SkateHelmet_Gray,		*,		45,		12
		SkateHelmet_Black,		*,		47,		12
		SkateHelmet_Green,		*,		50,		13
		HockeyHelmet_Red,		*,		50,		13
		HockeyHelmet_Blue,		*,		50,		13
		HockeyHelmet_White,		*,		50,		13
		HockeyHelmet_Black,		*,		55,		14
		DirtBikeHelmet_Mouthguard,*,	15,		4
		DirtBikeHelmet_Visor,	*,		25,		8
		DirtBikeHelmet_Red,		*,		60,		15
		DirtBikeHelmet_Blue,	*,		60,		15
		DirtBikeHelmet_Police,	*,		60,		15
		DirtBikeHelmet_Green,	*,		60,		15
		DirtBikeHelmet_Chernarus,*,		60,		15
		DirtBikeHelmet_Black,	*,		65,		16
		DirtBikeHelmet_Khaki,	*,		70,		18
		MotoHelmet_Red,			*,		70,		18
		MotoHelmet_Blue,		*,		70,		18
		MotoHelmet_White,		*,		70,		18
		MotoHelmet_Lime,		*,		70,		18
		MotoHelmet_Grey,		*,		75,		18
		MotoHelmet_Black,		*,		75,		20
		MotoHelmet_Green,		*,		80,		22
		DarkMotoHelmet_Red,		*,		80,		22
		DarkMotoHelmet_Blue,	*,		80,		22
		DarkMotoHelmet_White,	*,		80,		22
		DarkMotoHelmet_Lime,	*,		80,		22
		DarkMotoHelmet_Grey,	*,		80,		22
		DarkMotoHelmet_Black,	*,		85,		23
		DarkMotoHelmet_Green,	*,		90,		25
		TankerHelmet,			*,		100,	25
		GreatHelm,				*,		120,	30
		ZSh3PilotHelmet,		*,		130,	35
		FirefightersHelmet_Yellow,*,	150,	40
		FirefightersHelmet_Red,	*,		150,	40
		FirefightersHelmet_White,*,		150,	40
		Mich2001Helmet,			*,		1500,	40
		GorkaHelmetVisor,		*,		500,		20
		GorkaHelmet,			*,		1900,	50
		Ssh68Helmet,			*,		2500,	80
		BallisticHelmet_UN,		*,		2500,	80
		BallisticHelmet_Black,	*,		3000,	100
		BallisticHelmet_Green,	*,		3500,	110

	<Category> Masks
		SurgicalMask,			*,		105,		3
		BandanaMask_PolkaPattern,*,		205,		6
		BandanaMask_RedPattern,	*,		205,		6
		BandanaMask_BlackPattern,*,		250,		6
		BandanaMask_GreenPattern,*,		300,		8
		BandanaMask_CamoPattern,*,		305,		10
		NioshFaceMask,			*,		400,		10
		HockeyMask,				*,		400,		10
		//HoxtonMask,			*,		400,		10
		//WolfMask,				*,		400,		10
		//DallasMask,			*,		400,		10
		Balaclava3Holes_Blue,	*,		500,		12
		Balaclava3Holes_Beige,	*,		500,		12
		Balaclava3Holes_Black,	*,		505,		13
		Balaclava3Holes_Green,	*,		600,		15
		WeldingMask,			*,		700,		20
		GP5GasMask,				*,		1200,	40

	<Category> Shirts
		TShirt_OrangeWhiteStripes,*,	8,		2
		TShirt_RedBlackStripes,	*,		8,		2
		TShirt_Red,				*,		8,		2
		TShirt_Blue,			*,		8,		2
		TShirt_White,			*,		10,		2
		TShirt_Grey,			*,		10,		2
		TShirt_Beige,			*,		10,		2
		TShirt_Black,			*,		12,		3
		TShirt_Green,			*,		12,		3
		TelnyashkaShirt,		*,		14,		3
		Shirt_RedCheck,			*,		16,		4
		Shirt_BlueCheckBright,	*,		16,		4	
		Shirt_BlueCheck,		*,		16,		4
		Shirt_WhiteCheck,		*,		16,		4
		Shirt_PlaneBlack,		*,		17,		4
		Shirt_GreenCheck,		*,		18,		4
		Blouse_Violet,			*,		16,		4
		Blouse_Blue,			*,		16,		4
		Blouse_White,			*,		16,		4
		Blouse_Green,			*,		18,		4
		MedicalScrubsShirt_Blue,*,		20,		5
		MedicalScrubsShirt_White,*,		20,		5
		MedicalScrubsShirt_Green,*,		20,		5
		ChernarusSportShirt,	*,		25,		6
		TacticalShirt_Grey,		*,		36,		10
		TacticalShirt_Tan,		*,		37,		10
		TacticalShirt_Black,	*,		38,		10
		TacticalShirt_Olive,	*,		40,		12	

	<Category> Vests
		ReflexVest,				*,		50,		1
		PoliceVest,				*,		350,		10
		HuntingVest,			*,		505,		18
		PressVest_LightBlue,	*,		850,		28
		PressVest_Blue,			*,		900,		30
		UKAssVest_Black,		*,		900,		30
		UKAssVest_Khaki,		*,		900,		30
		UKAssVest_Olive,		*,		900,		30
		UKAssVest_Camo,			*,		1000,	350
		SmershVest,				*,		1500,	500
		HighCapacityVest_Black,	*,		2000,	600
		HighCapacityVest_Olive,	*,		2300,	750
		PlateCarrierVest,		*,		25000,	8000

	<Category> Jackets & Coats
		LabCoat,				*,		10,		2
		TrackSuitJacket_Red,	*,		15,		3
		TrackSuitJacket_LightBlue,*,	15,		3
		TrackSuitJacket_Blue,	*,		15,		3
		TrackSuitJacket_Black,	*,		15,		3
		TrackSuitJacket_Green,	*,		15,		3
		DenimJacket,			*,		18,		4
		ManSuit_Blue,			*,		18,		4
		ManSuit_White,			*,		18,		4
		ManSuit_LightGrey,		*,		18,		4
		ManSuit_DarkGrey,		*,		18,		4
		ManSuit_Beige,			*,		18,		4
		ManSuit_Brown,			*,		18,		4
		ManSuit_Black,			*,		18,		4
		ManSuit_Khaki,			*,		18,		4
		WomanSuit_Blue,			*,		18,		4
		WomanSuit_White,		*,		18,		4
		WomanSuit_LightGrey,	*,		18,		4
		WomanSuit_DarkGrey,		*,		18,		4
		WomanSuit_Beige,		*,		18,		4
		WomanSuit_Brown,		*,		18,		4
		WomanSuit_Black,		*,		18,		4
		WomanSuit_Khaki,		*,		18,		4
		WoolCoat_Red,			*,		18,		4
		WoolCoat_RedCheck,		*,		18,		4
		WoolCoat_Blue,			*,		18,		4
		WoolCoat_BlueCheck,		*,		18,		4
		WoolCoat_GreyCheck,		*,		18,		4
		WoolCoat_BrownCheck,	*,		18,		4
		WoolCoat_Beige,			*,		18,		4
		WoolCoat_Black,			*,		19,		4
		WoolCoat_BlackCheck,	*,		19,		4
		WoolCoat_Green,			*,		20,		5
		RidersJacket_Black,		*,		20,		5
		FirefighterJacket_Beige,*,		24,		6
		FirefighterJacket_Black,*,		24,		6
		JumpsuitJacket_Red,		*,		26,		6
		JumpsuitJacket_Blue,	*,		26,		6
		JumpsuitJacket_Gray,	*,		26,		6
		JumpsuitJacket_Green,	*,		26,		6
		BomberJacket_Maroon,	*,		26,		6
		BomberJacket_SkyBlue,	*,		26,		6
		BomberJacket_Blue,		*,		26,		6
		BomberJacket_Grey,		*,		26,		6
		BomberJacket_Brown,		*,		26,		6
		BomberJacket_Black,		*,		28,		7
		BomberJacket_Olive,		*,		30,		7
		QuiltedJacket_Orange,	*,		26,		6
		QuiltedJacket_Yellow,	*,		26,		6
		QuiltedJacket_Red,		*,		26,		6
		QuiltedJacket_Violet,	*,		26,		6
		QuiltedJacket_Blue,		*,		26,		6
		QuiltedJacket_Grey,		*,		26,		6
		QuiltedJacket_Black,	*,		28,		7
		QuiltedJacket_Green,	*,		30,		7
		PrisonUniformJacket,	*,		28,		7
		PoliceJacketOrel,		*,		32,		8
		PoliceJacket,			*,		34,		8
		ParamedicJacket_Crimson,*,		36,		9
		ParamedicJacket_Blue,	*,		36,		9
		ParamedicJacket_Green,	*,		36,		9
		HikingJacket_Red,		*,		36,		9
		HikingJacket_Blue,		*,		38,		9
		HikingJacket_Black,		*,		38,		9
		HikingJacket_Green,		*,		40,		10
		Raincoat_Pink,			*,		70,		15
		Raincoat_Orange,		*,		70,		15
		Raincoat_Yellow,		*,		70,		15
		Raincoat_Red,			*,		70,		15
		Raincoat_Blue,			*,		70,		15
		Raincoat_Black,			*,		80,		20
		Raincoat_Green,			*,		100,	25
		TTsKOJacket_Camo,		*,		100,	25
		BDUJacket,				*,		100,	25
		HuntingJacket_Winter,	*,		120,	35
		HuntingJacket_Brown,	*,		120,	35
		HuntingJacket_Autumn,	*,		120,	35
		HuntingJacket_Spring,	*,		120,	35
		HuntingJacket_Summer,	*,		120,	35
		M65Jacket_Tan,			*,		130,	40
		M65Jacket_Black,		*,		130,	40
		M65Jacket_Khaki,		*,		130,	40
		M65Jacket_Olive,		*,		130,	40
		GorkaEJacket_Autumn,	*,		140,	45
		GorkaEJacket_Flat,		*,		140,	45
		GorkaEJacket_PautRev,	*,		140,	45
		GorkaEJacket_Summer,	*,		140,	45
		USMCJacket_Desert,		*,		140,	45
		USMCJacket_Woodland,	*,		155,	55
		NBCJacketGray,			*,		250,	80

	<Category> Pants
		MedicalScrubsPants_Blue,*,		100,		2
		MedicalScrubsPants_White,*,		100,		2
		MedicalScrubsPants_Green,*,		100,		2
		TrackSuitPants_Red,		*,		150,		3
		TrackSuitPants_LightBlue,*,		150,		3
		TrackSuitPants_Blue,	*,		150,		3
		TrackSuitPants_Black,	*,		150,		3
		TrackSuitPants_Green,	*,		150,		3
		PrisonUniformPants,		*,		170,		4
		Breeches_Pink,			*,		200,		5
		Breeches_Red,			*,		200,		5
		Breeches_Blue,			*,		200,		5
		Breeches_White,			*,		200,		5
		Breeches_Beetcheck,		*,		200,		5
		Breeches_Beige,			*,		210,		5
		Breeches_Browncheck,	*,		210,		5
		Breeches_Black,			*,		220,		5
		Breeches_Blackcheck,	*,		220,		5
		Breeches_Green,			*,		240,		6
		SlacksPants_Blue,		*,		200,		5
		SlacksPants_White,		*,		200,		5
		SlacksPants_LightGrey,	*,		200,		5
		SlacksPants_DarkGrey,	*,		200,		5
		SlacksPants_Beige,		*,		200,		5
		SlacksPants_Brown,		*,		210,		5
		SlacksPants_Black,		*,		220,		5
		SlacksPants_Khaki,		*,		240,		6
		CanvasPantsMidi_Red,	*,		240,		6
		CanvasPantsMidi_Violet,	*,		240,		6
		CanvasPantsMidi_Blue,	*,		240,		6
		CanvasPantsMidi_Grey,	*,		240,		6
		CanvasPantsMidi_Beige,	*,		250,		6	
		CanvasPants_Red,		*,		260,		6
		CanvasPants_Violet,		*,		260,		6
		CanvasPants_Blue,		*,		260,		6
		CanvasPants_Grey,		*,		260,		6
		CanvasPants_Beige,		*,		280,		6
		JumpsuitPants_Red,		*,		280,		6
		JumpsuitPants_Blue,		*,		280,		6
		JumpsuitPants_Grey,		*,		280,		6
		JumpsuitPants_Green,	*,		280,		6
		PolicePants,			*,		280,		6
		ParamedicPants_Crimson,	*,		350,		8
		ParamedicPants_Blue,	*,		350,		8
		ParamedicPants_Green,	*,		350,		8
		FirefightersPants_Beige,*,		350,		8
		FirefightersPants_Black,*,		350,		8
		CargoPants_Blue,		*,		350,		8
		CargoPants_Grey,		*,		350,		8
		CargoPants_Beige,		*,		350,		8
		CargoPants_Black,		*,		350,		8
		CargoPants_Green,		*,		350,		8
		ShortJeans_Red,			*,		380,		8
		ShortJeans_Blue,		*,		380,		8
		ShortJeans_Darkblue,	*,		380,		8
		ShortJeans_Brown,		*,		380,		8
		ShortJeans_Black,		*,		400,		10
		ShortJeans_Green,		*,		420,		10
		Jeans_Blue,				*,		400,		10
		Jeans_BlueDark,			*,		400,		10
		Jeans_Grey,				*,		400,		10
		Jeans_Brown,			*,		400,		10
		Jeans_Black,			*,		420,		10
		Jeans_Green,			*,		450,		12	
		TTSKOPants,				*,		550,		15
		BDUPants,				*,		650,		18
		USMCPants_Desert,		*,		650,		18
		USMCPants_Woodland,		*,		700,		20
		PolicePantsOrel,		*,		700,		20
		HunterPants_Winter,		*,		900,		25
		HunterPants_Brown,		*,		1000,	30
		HunterPants_Spring,		*,		1000,	30
		HunterPants_Autumn,		*,		1000,	30
		HunterPants_Summer,		*,		1000,	30
		GorkaPants_Flat,		*,		1300,	40
		GorkaPants_PautRev,		*,		1300,	40
		GorkaPants_Autumn,		*,		1300,	40
		GorkaPants_Summer,		*,		1300,	40
		NBCPantsGray,			*,		2000,	65
	
	<Category> Shoes & Boots
		AthleticShoes_Blue,		*,		170,		4
		AthleticShoes_Grey,		*,		200,		5
		AthleticShoes_Brown,	*,		200,		5
		AthleticShoes_Black,	*,		230,		5
		AthleticShoes_Green,	*,		230,		5
		JoggingShoes_Violet,	*,		300,		7
		JoggingShoes_Red,		*,		300,		7
		JoggingShoes_Blue,		*,		300,		7
		JoggingShoes_White,		*,		300,		7
		JoggingShoes_Black,		*,		300,		7
		Sneakers_Red,			*,		300,		7
		Sneakers_White,			*,		300,		7
		Sneakers_Gray,			*,		300,		7
		Sneakers_Black,			*,		310,		7
		Sneakers_Green,			*,		320,		7
		DressShoes_White,		*,		320,		7
		DressShoes_Brown,		*,		350,		8
		DressShoes_Black,		*,		350,		8
		DressShoes_Beige,		*,		350,		8
		DressShoes_Sunburst,	*,		350,		8
		HikingBootsLow_Blue,	*,		450,		12
		HikingBootsLow_Grey,	*,		450,		12
		HikingBootsLow_Beige,	*,		480,		13
		HikingBootsLow_Black,	*,		500,		14
		WorkingBoots_Yellow,	*,		550,		12
		WorkingBoots_Grey,		*,		600,		15
		WorkingBoots_Beige,		*,		600,		15
		WorkingBoots_Brown,		*,		600,		15
		WorkingBoots_Green,		*,		650,		17
		HikingBoots_Brown,		*,		750,		20
		HikingBoots_Black,		*,		750,		20
		CombatBoots_Grey,		*,		800,		22
		CombatBoots_Beige,		*,		800,		22
		CombatBoots_Brown,		*,		800,		22
		CombatBoots_Black,		*,		800,		22
		CombatBoots_Green,		*,		800,		22
		JungleBoots_Beige,		*,		850,		24
		JungleBoots_Brown,		*,		850,		24
		JungleBoots_Black,		*,		850,		24
		JungleBoots_Olive,		*,		850,		24
		JungleBoots_Green,		*,		850,		24
		Wellies_Grey,			*,		850,		25
		Wellies_Brown,			*,		850,		25
		Wellies_Black,			*,		850,		25
		Wellies_Green,			*,		900,		28
		TTSKOBoots,				*,		1000,	35
		MilitaryBoots_Redpunk,	*,		1000,	35
		MilitaryBoots_Bluerock,	*,		1050,	35
		MilitaryBoots_Beige,	*,		1100,	35
		MilitaryBoots_Brown,	*,		1100,	35
		MilitaryBoots_Black,	*,		1100,	35
		NBCBootsGray,			*,		1500,	50

	<Category> Ghillie
		// Keep in Mind that Players can also 
		// craft Ghillie Clothing and sell them!
		GhillieAtt_Mossy,		*,		2200,	70
		GhillieAtt_Tan,			*,		2200,	70
		GhillieAtt_Woodland,	*,		2200,	70
		GhillieHood_Mossy,		*,		2200,	70
		GhillieHood_Tan,		*,		2200,	70
		GhillieHood_Woodland,	*,		2200,	70
		GhillieBushrag_Mossy,	*,		4000,	130
		GhillieBushrag_Tan,		*,		4000,	130
		GhillieBushrag_Woodland,*,		4000,	130
		GhillieTop_Mossy,		*,		6000,	200
		GhillieTop_Tan,			*,		6000,	200
		GhillieTop_Woodland,	*,		6000,	200
		GhillieSuit_Mossy,		*,		10000,	300
		GhillieSuit_Tan,		*,		10000,	300
		GhillieSuit_Woodland,	*,		10000,	300
		
	//<Category> Seasonal
		//SantasBeard,			*,		150,		0
		//SantasHat,			*,		350,		0
		//PumpkinHelmet,		*,		500,		0

	<Category> Holster & Pouches
		ChestHolster,			*,		600,		20
		PlateCarrierHolster,	*,		600,		20
		PlateCarrierPouches,	*,		1000,		20
		
	<Category> Belt
		CivilianBelt,			*,		1000,	30
		MilitaryBelt,			*,		1000,	30
		
	<Category> Bags
		ChildBag_Red,			*,		200,		5
		ChildBag_Blue,			*,		200,		5
		ChildBag_Green,			*,		250,		6
		DryBag_Yellow,			*,		300,		8
		DryBag_Orange,			*,		300,		8
		DryBag_Red,				*,		300,		8
		DryBag_Blue,			*,		300,		8
		DryBag_Black,			*,		350,		8
		DryBag_Green,			*,		400,		10
		TaloonBag_Orange,		*,		500,		10
		TaloonBag_Violet,		*,		500,		10
		TaloonBag_Blue,			*,		500,		10
		TaloonBag_Green,		*,		700,		20
		SmershBag,				*,		1000,	30
		WaterproofBag_Yellow,	*,		1000,	30
		WaterproofBag_Orange,	*,		1000,	30
		WaterproofBag_Green,	*,		1100,	30
		AssaultBag_Black,		*,		1100,	30
		AssaultBag_Green,		*,		1100,	30
		AssaultBag_Ttsko,		*,		1300,	30
		HuntingBag,				*,		1300,	30
		TortillaBag,			*,		1800,	60
		CoyoteBag_Brown,		*,		1800,	60
		CoyoteBag_Green,		*,		1800,	60
		MountainBag_Orange,		*,		3000,	80
		MountainBag_Red,		*,		3000,	80
		MountainBag_Blue,		*,		3000,	80
		MountainBag_Green,		*,		3600,	100
		AliceBag_Black,			*,		4000,	150
		AliceBag_Green,			*,		4000,	150
		AliceBag_Camo,			*,		5000,	220

	
<Trader> Vehicles Trader
	<Category> Vehicles
		OffroadHatchback,		V,		140000,	8000	// Use VNK instead of V as Quantity to not give a Vehicle Key when bought.
		OffroadHatchback_Blue,	V,		140000,	8000
		OffroadHatchback_White,	V,		140000,	8000
		Hatchback_02,			V,		160000,	9600
		Hatchback_02_Blue,		V,		160000,	9600
		Hatchback_02_Black,		V,		160000,	9600
		Sedan_02,				V,		180000,	10200
		Sedan_02_Red,			V,		180000,	10200
		Sedan_02_Grey,			V,		180000,	10200
		CivilianSedan,			V,		200000,	11000
		CivilianSedan_Wine,		V,		200000,	11000
		CivilianSedan_Black,	V,		200000,	11000
